epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,1832.88,0.90096,0.76279,1.10202,0.81404,0.64748,0.78361,0.47256,1.56796,8.70181,1.91706,0.0012872,0.0012872,0.0012872
20,1929.67,0.87962,0.74947,1.08663,0.93347,0.7482,0.87139,0.57156,1.02906,3.87026,1.33825,0.0012476,0.0012476,0.0012476
21,2025.9,0.82357,0.70454,1.06545,0.86753,0.84809,0.94082,0.66659,1.12054,3.72198,1.54727,0.001208,0.001208,0.001208
22,2122.64,0.86173,0.72728,1.08517,0.83505,0.80126,0.90355,0.61919,1.23022,4.29433,1.68414,0.0011684,0.0011684,0.0011684
23,2219.79,0.83044,0.69144,1.06874,0.83641,0.88283,0.9096,0.63636,0.99236,5.20133,1.31405,0.0011288,0.0011288,0.0011288
24,2316.95,0.82495,0.68121,1.04889,0.8798,0.8952,0.94101,0.63508,1.02978,3.37609,1.3199,0.0010892,0.0010892,0.0010892
25,2414.66,0.85046,0.71485,1.07498,0.88315,0.85612,0.92786,0.64287,0.95689,3.09587,1.2642,0.0010496,0.0010496,0.0010496
26,2510.7,0.8044,0.6301,1.05455,0.92672,0.81882,0.92614,0.58823,1.23102,2.80581,1.55469,0.00101,0.00101,0.00101
27,2606.74,0.77099,0.62661,1.0498,0.90912,0.76978,0.92515,0.62565,1.17547,3.29103,1.49102,0.0009704,0.0009704,0.0009704
28,2702.71,0.7477,0.6015,1.03154,0.95402,0.8705,0.9639,0.62035,1.22026,2.90475,1.463,0.0009308,0.0009308,0.0009308
29,2798.86,0.75724,0.59432,1.01417,0.87202,0.9314,0.88422,0.58942,1.10868,3.94194,1.42949,0.0008912,0.0008912,0.0008912
30,2895.44,0.73619,0.55907,1.01978,0.83169,0.74657,0.75586,0.4944,1.20716,5.37885,1.51621,0.0008516,0.0008516,0.0008516
31,2991.87,0.73864,0.58548,1.01526,0.83124,0.94964,0.88119,0.62171,1.03912,5.6229,1.41388,0.000812,0.000812,0.000812
32,3088.85,0.68336,0.54083,0.97673,0.87588,0.91385,0.93435,0.6508,1.01167,2.78389,1.33525,0.0007724,0.0007724,0.0007724
33,3185.83,0.68402,0.52545,0.98551,0.81892,0.87843,0.89466,0.62169,1.07471,3.62172,1.38,0.0007328,0.0007328,0.0007328
34,3282.75,0.69419,0.54055,0.99678,0.90644,0.82734,0.928,0.66284,1.06988,3.04052,1.38951,0.0006932,0.0006932,0.0006932
35,3379.44,0.70466,0.54008,1.00215,0.96435,0.77853,0.92514,0.61203,1.07815,2.58858,1.29896,0.0006536,0.0006536,0.0006536
36,3476.4,0.67674,0.51675,0.98933,0.96799,0.80576,0.9478,0.67393,0.96669,2.26456,1.28871,0.000614,0.000614,0.000614
37,3573.25,0.63479,0.49352,0.97531,0.88449,0.86331,0.95221,0.72293,0.93488,2.25375,1.27325,0.0005744,0.0005744,0.0005744
38,3670.13,0.65822,0.52986,0.99296,0.85318,0.87791,0.90189,0.67133,0.96736,3.57517,1.31451,0.0005348,0.0005348,0.0005348
39,3767.29,0.61158,0.47854,0.95506,0.82169,0.89513,0.82832,0.59046,0.96191,5.12175,1.27655,0.0004952,0.0004952,0.0004952
40,3863.97,0.62094,0.46467,0.97315,0.90074,0.94964,0.95893,0.72824,0.92922,2.99593,1.29123,0.0004556,0.0004556,0.0004556
41,3960.93,0.57108,0.43663,0.91366,0.94865,0.93042,0.9758,0.71484,0.98327,2.44375,1.31097,0.000416,0.000416,0.000416
42,4057.01,0.52289,0.40689,0.90029,0.96986,0.92609,0.98344,0.70162,0.99895,2.36686,1.30527,0.0003764,0.0003764,0.0003764
43,4152.9,0.4912,0.39001,0.87906,0.96336,0.94577,0.98477,0.73365,0.96925,2.67735,1.29685,0.0003368,0.0003368,0.0003368
44,4248.99,0.5206,0.39443,0.89526,0.88278,0.97527,0.97321,0.72606,0.86925,2.55881,1.21541,0.0002972,0.0002972,0.0002972
45,4345.22,0.47963,0.35981,0.86975,0.91009,0.94964,0.97354,0.74463,0.83937,2.53346,1.20013,0.0002576,0.0002576,0.0002576
46,4441.59,0.51115,0.37931,0.89383,0.93613,0.91367,0.97614,0.73586,0.90003,2.67348,1.24412,0.000218,0.000218,0.000218
47,4538.27,0.46908,0.35362,0.8783,0.90622,0.90378,0.9585,0.72522,0.96415,3.56228,1.32468,0.0001784,0.0001784,0.0001784
48,4634.87,0.43736,0.34707,0.86518,0.87985,0.94828,0.95799,0.726,0.9262,3.6262,1.30218,0.0001388,0.0001388,0.0001388
49,4731.32,0.43404,0.34356,0.87453,0.92018,0.91227,0.96101,0.72502,0.86071,2.67318,1.25183,9.92e-05,9.92e-05,9.92e-05
50,4827.64,0.46083,0.34108,0.88331,0.8679,0.9453,0.95189,0.72634,0.85414,3.10198,1.24982,5.96e-05,5.96e-05,5.96e-05
